id,role,payment_status,trade_completed,joined_at,read_at,user_id,group_board_id
813,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,84,136
814,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,88,136
815,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,193,136
816,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,82,136
817,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,38,136
818,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,67,136
819,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,181,136
820,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,4,137
821,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,183,137
822,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,146,137
823,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,136,137
824,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,161,137
825,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,55,137
826,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,57,137
827,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,186,137
828,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,159,137
829,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,129,137
830,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,113,137
831,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,125,137
832,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,34,137
833,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,1,137
834,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,95,137
835,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,138,138
836,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,102,138
837,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,78,138
838,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,162,138
839,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,158,138
840,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,27,138
841,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,114,138
842,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,80,138
843,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,9,138
844,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,155,138
845,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,115,139
846,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,181,139
847,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,177,139
848,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,17,139
849,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,26,139
850,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,81,139
851,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,23,139
852,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,140,139
853,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,138,140
854,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,46,140
855,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,48,140
856,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,137,140
857,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,120,140
858,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,194,140
859,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,142,140
860,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,30,140
861,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,71,140
862,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,19,141
863,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,60,141
864,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,124,141
865,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,24,141
866,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,67,141
867,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,176,141
868,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,151,142
869,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,48,142
870,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,178,142
871,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,129,142
872,L,PAID,1,2025.6.13 22:00,,161,143
873,P,UNPAID,0,2025.6.13 22:00,,173,143
874,P,UNPAID,0,2025.6.13 22:00,,25,143
875,P,UNPAID,0,2025.6.13 22:00,,187,143
876,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,15,144
877,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,38,144
878,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,86,144
879,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,75,144
880,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,33,144
881,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,106,144
882,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,88,144
883,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,196,144
884,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,163,145
885,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,37,145
886,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,190,145
887,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,62,145
888,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,20,145
889,L,PAID,1,2025.6.13 22:00,,116,146
890,P,UNPAID,0,2025.6.13 22:00,,98,146
891,P,UNPAID,0,2025.6.13 22:00,,143,146
892,P,UNPAID,0,2025.6.13 22:00,,182,146
893,P,UNPAID,0,2025.6.13 22:00,,172,146
894,P,UNPAID,0,2025.6.13 22:00,,101,146
895,L,PAID,1,2025.6.13 22:00,,138,147
896,P,UNPAID,0,2025.6.13 22:00,,192,147
897,P,UNPAID,0,2025.6.13 22:00,,183,147
898,L,PAID,1,2025.6.13 22:00,,185,148
899,P,UNPAID,0,2025.6.13 22:00,,51,148
900,P,UNPAID,0,2025.6.13 22:00,,132,148
901,L,PAID,1,2025.6.13 22:00,,115,149
902,P,UNPAID,0,2025.6.13 22:00,,20,149
903,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,199,150
904,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,78,150
905,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,30,150
906,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,79,150
907,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,104,150
908,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,191,150
909,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,45,150
910,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,58,150
911,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,3,150
912,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,62,150
913,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,82,150
914,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,41,150
915,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,13,151
916,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,128,151
917,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,140,151
918,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,103,151
919,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,7,151
920,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,165,151
921,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,56,151
922,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,20,151
923,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,172,151
924,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,149,151
925,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,58,151
926,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,127,151
927,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,130,151
928,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,186,151
929,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,88,151
930,L,PAID,1,2025.6.13 22:00,,13,152
931,P,UNPAID,0,2025.6.13 22:00,,156,152
932,P,UNPAID,0,2025.6.13 22:00,,160,152
933,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,163,153
934,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,170,153
935,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,181,153
936,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,23,153
937,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,175,153
938,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,89,153
939,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,74,153
940,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,120,153
941,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,68,153
942,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,60,153
943,L,PAID,1,2025.6.13 22:00,,33,154
944,P,UNPAID,0,2025.6.13 22:00,,88,154
945,P,UNPAID,0,2025.6.13 22:00,,48,154
946,P,UNPAID,0,2025.6.13 22:00,,3,154
947,L,PAID,1,2025.6.13 22:00,,19,155
948,L,PAID,1,2025.6.13 22:00,,119,156
949,P,UNPAID,0,2025.6.13 22:00,,57,156
950,L,PAID,1,2025.6.13 22:00,,149,157
951,P,UNPAID,0,2025.6.13 22:00,,186,157
952,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,163,158
953,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,155,158
954,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,8,158
955,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,6,158
956,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,115,158
957,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,23,158
958,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,15,159
959,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,55,159
960,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,98,159
961,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,56,159
962,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,67,159
963,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,173,159
964,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,119,159
965,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,151,159
966,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,185,159
967,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,167,159
968,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,129,159
969,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,28,159
970,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,141,159
971,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,191,160
972,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,98,160
973,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,58,160
974,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,17,160
975,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,14,160
976,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,33,161
977,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,181,161
978,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,17,161
979,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,58,161
980,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,49,161
981,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,99,161
982,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,159,161
983,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,114,161
984,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,180,161
985,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,102,161
986,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,154,161
987,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,112,161
988,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,162,161
989,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,28,161
990,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,40,161
991,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,130,162
992,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,149,162
993,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,189,162
994,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,116,162
995,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,140,162
996,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,161,163
997,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,13,163
998,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,114,163
999,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,102,163
1000,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,37,163
1001,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,7,163
1002,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,99,163
1003,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,185,163
1004,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,14,163
1005,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,167,163
1006,L,PAID,1,2025.6.13 22:00,,109,164
1007,P,UNPAID,0,2025.6.13 22:00,,132,164
1008,P,UNPAID,0,2025.6.13 22:00,,114,164
1009,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,119,165
1010,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,91,165
1011,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,145,165
1012,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,102,165
1013,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,167,165
1014,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,17,165
1015,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,122,165
1016,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,181,165
1017,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,141,165
1018,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,123,165
1019,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,16,165
1020,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,124,165
1021,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,79,166
1022,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,185,166
1023,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,133,166
1024,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,191,166
1025,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,154,166
1026,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,159,166
1027,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,17,166
1028,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,125,166
1029,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,102,166
1030,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,115,167
1031,P,UNPAID,0,2025.6.13 22:00,,142,167
1032,P,UNPAID,0,2025.6.13 22:00,,171,167
1033,P,UNPAID,0,2025.6.13 22:00,,30,167
1034,P,UNPAID,0,2025.6.13 22:00,,136,167
1035,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,132,168
1036,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,167,168
1037,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,28,168
1038,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,17,168
1039,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,130,168
1040,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,112,168
1041,L,PAID,1,2025.6.13 22:00,,153,169
1042,P,UNPAID,0,2025.6.13 22:00,,128,169
1043,P,UNPAID,0,2025.6.13 22:00,,58,169
1044,P,UNPAID,0,2025.6.13 22:00,,16,169
1045,P,UNPAID,0,2025.6.13 22:00,,129,169
1046,P,UNPAID,0,2025.6.13 22:00,,62,169
1047,L,PAID,1,2025.6.13 22:00,,13,170
1048,P,UNPAID,0,2025.6.13 22:00,,130,170
1049,P,UNPAID,0,2025.6.13 22:00,,154,170
1050,P,UNPAID,0,2025.6.13 22:00,,147,170
1051,P,UNPAID,0,2025.6.13 22:00,,118,170
1052,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,31,171
1053,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,102,171
1054,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,181,171
1055,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,159,171
1056,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,49,171
1057,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,143,171
1058,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,85,171
1059,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,28,171
1060,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,114,171
1061,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,155,171
1062,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,97,172
1063,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,186,172
1064,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,102,172
1065,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,167,172
1066,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,112,172
1067,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,58,172
1068,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,141,172
1069,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,40,172
1070,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,122,172
1071,L,PAID,1,2025.6.13 22:00,,116,173
1072,P,UNPAID,0,2025.6.13 22:00,,48,173
1073,L,PAID,1,2025.6.13 22:00,,109,174
1074,P,UNPAID,0,2025.6.13 22:00,,167,174
1075,P,UNPAID,0,2025.6.13 22:00,,118,174
1076,P,UNPAID,0,2025.6.13 22:00,,99,174
1077,P,UNPAID,0,2025.6.13 22:00,,17,174
1078,P,UNPAID,0,2025.6.13 22:00,,141,174
1079,P,UNPAID,0,2025.6.13 22:00,,154,174
1080,P,UNPAID,0,2025.6.13 22:00,,102,174
1081,P,UNPAID,0,2025.6.13 22:00,,107,174
1082,P,UNPAID,0,2025.6.13 22:00,,125,174
1083,L,PAID,1,2025.6.13 22:00,,161,175
1084,P,UNPAID,0,2025.6.13 22:00,,13,175
1085,P,UNPAID,0,2025.6.13 22:00,,167,175
1086,P,UNPAID,0,2025.6.13 22:00,,114,175
1087,L,PAID,1,2025.6.13 22:00,,13,176
1088,P,UNPAID,0,2025.6.13 22:00,,186,176
1089,P,UNPAID,0,2025.6.13 22:00,,183,176
1090,P,UNPAID,0,2025.6.13 22:00,,23,176
1091,P,UNPAID,0,2025.6.13 22:00,,116,176
1092,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,132,177
1093,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,1,177
1094,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,77,177
1095,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,34,177
1096,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,70,177
1097,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,119,178
1098,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,128,178
1099,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,192,178
1100,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,124,178
1101,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,162,178
1102,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,54,178
1103,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,19,179
1104,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,170,179
1105,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,181,179
1106,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,23,179
1107,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,175,179
1108,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,89,179
1109,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,74,179
1110,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,120,179
1111,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,102,179
1112,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,68,179
1113,L,PAID,1,2025.6.13 22:00,,149,180
1114,P,UNPAID,0,2025.6.13 22:00,,128,180
1115,P,UNPAID,0,2025.6.13 22:00,,58,180
1116,P,UNPAID,0,2025.6.13 22:00,,16,180
1117,P,UNPAID,0,2025.6.13 22:00,,129,180
1118,P,UNPAID,0,2025.6.13 22:00,,62,180
1119,P,UNPAID,0,2025.6.13 22:00,,59,180
1120,P,UNPAID,0,2025.6.13 22:00,,29,180
1121,L,PAID,1,2025.6.13 22:00,,99,181
1122,P,UNPAID,0,2025.6.13 22:00,,194,181
1123,P,UNPAID,0,2025.6.13 22:00,,198,181
1124,P,UNPAID,0,2025.6.13 22:00,,103,181
1125,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,13,182
1126,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,155,182
1127,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,8,182
1128,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,6,182
1129,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,115,182
1130,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,23,182
1131,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,47,182
1132,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,133,182
1133,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,4,183
1134,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,170,183
1135,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,181,183
1136,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,23,183
1137,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,175,183
1138,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,89,183
1139,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,74,183
1140,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,120,183
1141,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,68,183
1142,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,199,183
1143,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,33,184
1144,P,UNPAID,0,2025.6.13 22:00,2025.6.13 23:00,88,184
1145,P,UNPAID,0,2025.6.13 22:00,2025.6.13 23:00,48,184
1146,P,UNPAID,0,2025.6.13 22:00,2025.6.13 23:00,3,184
1147,P,UNPAID,0,2025.6.13 22:00,2025.6.13 23:00,143,184
1148,P,UNPAID,0,2025.6.13 22:00,2025.6.13 23:00,182,184
1149,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,130,185
1150,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,7,185
1151,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,99,185
1152,L,PAID,1,2025.6.13 22:00,,143,186
1153,P,UNPAID,0,2025.6.13 22:00,,170,186
1154,P,UNPAID,0,2025.6.13 22:00,,181,186
1155,L,PAID,1,2025.6.13 22:00,,13,187
1156,P,UNPAID,0,2025.6.13 22:00,,133,187
1157,L,PAID,1,2025.6.13 22:00,,32,188
1158,P,UNPAID,0,2025.6.13 22:00,,103,188
1159,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,199,189
1160,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,59,189
1161,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,167,189
1162,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,132,190
1163,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,114,190
1164,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,141,190
1165,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,116,191
1166,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,7,191
1167,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,14,191
1168,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,14,191
1169,L,PAID,1,2025.6.13 22:00,,13,192
1170,P,UNPAID,0,2025.6.13 22:00,,133,192
1171,P,UNPAID,0,2025.6.13 22:00,,103,192
1172,P,UNPAID,0,2025.6.13 22:00,,62,192
1173,P,UNPAID,0,2025.6.13 22:00,,124,192
1174,P,UNPAID,0,2025.6.13 22:00,,133,192
1175,P,UNPAID,0,2025.6.13 22:00,,44,192
1176,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,13,193
1177,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,58,193
1178,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,106,193
1179,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,31,194
1180,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,130,194
1181,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,167,194
1182,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,17,194
1183,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,173,194
1184,L,PAID,1,2025.6.13 22:00,,130,195
1185,P,UNPAID,0,2025.6.13 22:00,,101,195
1186,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,16,196
1187,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,123,196
1188,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,159,196
1189,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,184,196
1190,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,132,197
1191,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,102,197
1192,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,159,197
1193,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,49,197
1194,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,143,197
1195,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,85,197
1196,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,28,197
1197,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,114,197
1198,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,155,197
1199,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,123,197
1200,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,16,197
1201,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,124,197
1202,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,198,197
1203,L,PAID,1,2025.6.13 22:00,,32,198
1204,P,UNPAID,0,2025.6.13 22:00,,130,198
1205,P,UNPAID,0,2025.6.13 22:00,,154,198
1206,P,UNPAID,0,2025.6.13 22:00,,147,198
1207,P,UNPAID,0,2025.6.13 22:00,,118,198
1208,P,UNPAID,0,2025.6.13 22:00,,142,198
1209,P,UNPAID,0,2025.6.13 22:00,,171,198
1210,L,PAID,1,2025.6.13 22:00,,13,199
1211,P,UNPAID,0,2025.6.13 22:00,,133,199
1212,P,UNPAID,0,2025.6.13 22:00,,103,199
1213,L,PAID,1,2025.6.13 22:00,,16,200
1214,P,UNPAID,0,2025.6.13 22:00,,102,200
1215,P,UNPAID,0,2025.6.13 22:00,,181,200
1216,P,UNPAID,0,2025.6.13 22:00,,159,200
1217,P,UNPAID,0,2025.6.13 22:00,,49,200
